target_seed,spatial_only_accuracy,semantic_only_accuracy,pre_adaptation_fused_accuracy,post_adaptation_fused_accuracy,conservative_post_adaptation_accuracy
126,0.5848519800076893,0.7407920030757401,0.7727028066128412,0.8175317185697808,0.8156862745098039
127,0.5925413302575933,0.7453287197231834,0.7617839292579779,0.8179930795847751,0.8154555940023068
128,0.5856978085351788,0.7455594002306806,0.7460207612456747,0.8190695886197616,0.8184544405997694
129,0.585928489042676,0.7587850826605153,0.7797770088427528,0.8222991157247211,0.8198385236447521
130,0.5853902345251827,0.7470972702806614,0.7740099961553248,0.8209150326797386,0.8196078431372549
